Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Plunge P,Plunge S,Angle1,Angle2,Angle3,Sum
0,25,-80,0.942104194807,-1.14853869877,0.954554472502,-0.831103447819,-0.820263344905,0.986956975161,62.631608935,64.0344175574,5.91564533462e-05,0.0223775581938,0.0243007218924,0.0467374365395
5,25,-80,0.962467283529,-1.12868776152,0.486725339838,-0.431231166344,-0.852731212603,1.97743409836,62.631608935,64.0344175574,0.0776139874192,0.0170273426262,0.0281815577332,0.122822887779
5,25,-70,0.930743650711,-1.06581071409,1.2297283479,-1.15379619631,-0.873272935248,0.756869313697,62.631608935,64.0344175574,0.0292255054383,0.0140933455109,0.0822759412515,0.125594792201
10,25,-70,0.959028352322,-1.01864606629,0.760546234092,-0.746624621895,-0.941473573653,1.26097311292,62.631608935,64.0344175574,0.00197066266087,0.00661041717458,0.00118377794699,0.00976485778244
15,25,-60,0.954892140798,-0.832980388393,1.01400294492,-1.21731910984,-1.14635608965,0.941705490684,62.631608935,64.0344175574,0.0389535243004,0.000286101783143,0.0321613895668,0.0714010156504
15,30,-60,0.912645543379,-1.67474795559,1.1143306007,-0.665372121805,-0.544945011179,0.819007880434,62.631608935,64.0344175574,0.00972662755091,0.113982172732,0.0617506069314,0.185459407214
20,25,-60,0.977192746932,-0.750388152939,0.52810423203,-0.703774746391,-1.30224969984,1.85037855723,62.631608935,64.0344175574,0.00525257485634,0.0062995513687,0.0197710072161,0.0313231334412
20,30,-60,0.9374281051,-1.59242218892,0.605049631709,-0.379955539379,-0.588680634837,1.54934084077,62.631608935,64.0344175574,0.104084536849,0.0927272770492,0.00395836941566,0.200770183314
20,30,-50,0.918850356333,-1.35366337668,1.35093931069,-0.997987634122,-0.678787926276,0.680156650311,62.631608935,64.0344175574,0.00973408299257,0.0577051836707,0.11386376619,0.181303032854
25,25,-50,0.977594034545,-0.472846566844,0.745059567406,-1.57568991645,-2.06746564973,1.31210184704,62.631608935,64.0344175574,0.10212083157,0.0804971135377,0.000229446264561,0.182847391372
25,30,-50,0.950271440246,-1.24695134829,0.827620144694,-0.66371486412,-0.762075795139,1.14819757148,62.631608935,64.0344175574,0.00995470101428,0.0343662899102,0.00647137431286,0.0507923652373
30,30,-40,0.960253276667,-0.83294204342,0.998895621769,-1.19923784573,-1.15284524806,0.961314931951,62.631608935,64.0344175574,0.0361061046805,0.000388472050807,0.0285759248404,0.0650705015717
30,35,-40,0.929161107245,-1.49007425564,1.09883131309,-0.737433929172,-0.623566982471,0.845590306879,62.631608935,64.0344175574,0.00253203336332,0.0778400131699,0.0541922974123,0.134564343946
35,30,-40,0.981835176174,-0.688007974456,0.454727283027,-0.660933157623,-1.42706947103,2.15917366919,62.631608935,64.0344175574,0.0103442671593,0.0151313820543,0.0409447625789,0.0664204117926
35,35,-40,0.953142572979,-1.34166626482,0.523953544557,-0.390524498002,-0.710417037357,1.81913565216,62.631608935,64.0344175574,0.0982310082203,0.0479098965444,0.0178098970918,0.163950801856
35,35,-30,0.950847384336,-0.94029247531,1.18477848827,-1.26001060243,-1.01122513399,0.80255287697,62.631608935,64.0344175574,0.0458874007321,0.00207817923837,0.0667835772211,0.114749157192
35,40,-30,0.923607101306,-1.47635181472,1.27445308036,-0.86324483612,-0.625600952357,0.724708595037,62.631608935,64.0344175574,0.000697159820135,0.07702570643,0.0946200148491,0.172342881099
40,35,-30,0.977071338252,-0.773500144093,0.587062675909,-0.758969058237,-1.26318184387,1.6643390533,62.631608935,64.0344175574,0.00133318993437,0.00417318705253,0.00903245641983,0.0145388334067
40,40,-30,0.951886774641,-1.30969619725,0.644167212518,-0.491844760543,-0.726799678157,1.47770137341,62.631608935,64.0344175574,0.0522704661671,0.0432971122224,0.0016925446643,0.0972601230538
40,40,-20,0.955069157851,-0.808893589463,1.2335445464,-1.5249775279,-1.18071050419,0.774247805351,62.631608935,64.0344175574,0.092818855745,0.00099291635206,0.0761102516865,0.169922023784
40,45,-30,0.915040211625,-1.80115760237,0.72672787253,-0.4034782251,-0.508028953392,1.25912359525,62.631608935,64.0344175574,0.0913419240768,0.134334181163,0.00123347077152,0.226909576011
40,45,-20,0.936680057173,-1.23624783356,1.27812688258,-1.0338759332,-0.757679837124,0.732853733018,62.631608935,64.0344175574,0.0135310316985,0.0354073035675,0.0913755799241,0.14031391519
40,50,-20,0.908979221781,-1.62629709894,1.33200029407,-0.819038719885,-0.558925686072,0.682416682511,62.631608935,64.0344175574,2.63248094023e-07,0.106861184852,0.112824427857,0.219685875957
40,80,10,0.915493431075,-1.05294521362,1.4360249334,-1.36381733335,-0.869459701449,0.637519175176,62.631608935,64.0344175574,0.0636963016723,0.0146126745264,0.134813489653,0.213122465851
40,85,10,0.894624241972,-1.34092464685,1.20174987266,-0.896209847053,-0.66716966093,0.744434646778,62.631608935,64.0344175574,0.00202388712064,0.0616110084346,0.0869017729565,0.150536668512
40,85,20,0.957000285592,-0.696033904658,0.959930901455,-1.37914388226,-1.37493343239,0.996947055399,62.631608935,64.0344175574,0.0664099433084,0.0111113971842,0.0227561646384,0.100277505131
45,40,-20,0.981942310646,-0.628655794812,0.576601529396,-0.917197509598,-1.5619713025,1.70298249412,62.631608935,64.0344175574,0.00319294373152,0.0271468698672,0.0110496142291,0.0413894278278
45,45,-20,0.964274176702,-1.05989998272,0.585788850531,-0.552683139995,-0.909778462517,1.64611220549,62.631608935,64.0344175574,0.0326989977259,0.00967764533968,0.00812979585415,0.0505064389197
45,50,-20,0.937612692973,-1.45665944531,0.610087996776,-0.41882678806,-0.643673231922,1.53684828734,62.631608935,64.0344175574,0.0835783630182,0.0700405137218,0.00350709998365,0.157125976724
45,50,-10,0.96317464339,-0.828068985587,1.04304997956,-1.25961725135,-1.16315749069,0.923421372194,62.631608935,64.0344175574,0.0458222852179,0.000581525336157,0.0357646342251,0.0821684447792
45,55,-10,0.947288544532,-1.15085820529,1.00860003692,-0.876389491153,-0.823114906927,0.939211292737,62.631608935,64.0344175574,0.00114832303954,0.0218711723511,0.0326378652147,0.0556573606053
45,60,-10,0.924213120508,-1.44885827844,0.973553091229,-0.671945010576,-0.637890630341,0.949319691791,62.631608935,64.0344175574,0.0088513410768,0.0722271388305,0.030735621721,0.111814101628
45,60,0,0.958799032618,-0.729945057724,1.22507443115,-1.6783104676,-1.31352219249,0.782645534212,62.631608935,64.0344175574,0.120904842511,0.00697700384411,0.0732524053522,0.201134251707
45,65,-10,0.894559800762,-1.71920666334,0.936401078738,-0.544670456849,-0.520332906938,0.955316926767,62.631608935,64.0344175574,0.0349642451229,0.127295602848,0.0296427745175,0.191902622489
45,65,0,0.947502259539,-1.00047616044,1.10103005691,-1.10050603946,-0.947051311167,0.860559849021,62.631608935,64.0344175574,0.0217505495687,0.00613963610077,0.0502333959617,0.0781235816312
45,70,0,0.928994422148,-1.26339303548,0.96860617911,-0.766670507048,-0.735317035998,0.95910437305,62.631608935,64.0344175574,0.00100136601231,0.0410179161925,0.0289660942897,0.0709853764945
45,75,0,0.903416376262,-1.51669472665,0.82881062343,-0.546458432844,-0.595648129043,1.09001543986,62.631608935,64.0344175574,0.0344508564605,0.0896121874014,0.0112954365797,0.135358480442
45,75,10,0.961254417448,-0.818210251171,0.783342984122,-0.957385932284,-1.17482568334,1.22711818058,62.631608935,64.0344175574,0.00606859443734,0.000843632400394,0.00227485875362,0.00918708559136
45,80,10,0.942777745831,-1.11693377474,0.5491820125,-0.491687175123,-0.844076674155,1.71669450997,62.631608935,64.0344175574,0.0523285066824,0.0183659949656,0.0117965607326,0.0824910623806
45,80,20,0.985946880669,-0.441476626768,0.398970088993,-0.903717353994,-2.23329349933,2.47123006929,62.631608935,64.0344175574,0.00241430576379,0.098114725183,0.0632829963091,0.163812027256
50,50,-10,0.983329076676,-0.650972529787,0.289517944194,-0.444746791833,-1.51055387391,3.3964356835,62.631608935,64.0344175574,0.0714240238335,0.0223379681838,0.122318070228,0.216080062245
50,60,0,0.982328271205,-0.61983806054,0.388291851392,-0.626440801414,-1.58481437934,2.52987094034,62.631608935,64.0344175574,0.0158998946778,0.0293559229795,0.0674166823272,0.112672499984
165,65,-100,0.930031166397,-1.36401941675,1.04517284991,-0.766244847451,-0.681831325109,0.889834792857,62.631608935,64.0344175574,0.00101840810386,0.0567099608275,0.0430771394831,0.100805508414
170,65,-100,0.952975491049,-1.31253101338,0.561428933711,-0.427745270769,-0.726059408376,1.6974107208,62.631608935,64.0344175574,0.0792624597513,0.0434990031619,0.0107505910498,0.133512053963
170,65,-90,0.928647790138,-1.13364342226,1.12535251824,-0.992686497484,-0.819170977312,0.825206124379,62.631608935,64.0344175574,0.00921571138895,0.0225734574726,0.0599261314585,0.0917153003201
170,70,-100,0.988308242276,-0.373740996958,0.438110914813,-1.17223135374,-2.64436668795,2.25584026524,62.631608935,64.0344175574,0.0319661807529,0.13889757309,0.0478788803971,0.21874263424
175,65,-90,0.953701111066,-1.14982712928,0.6721259292,-0.584545199958,-0.829429995852,1.41893218165,62.631608935,64.0344175574,0.0245709853326,0.0207752320303,0.00049129498006,0.0458375123429
175,65,-80,0.91604471238,-1.0151907878,1.25175397427,-1.23302337779,-0.902337494968,0.731808910702,62.631608935,64.0344175574,0.0414715417757,0.0104983309251,0.0917872005858,0.143757073287
